,Stock,Sector,Buy_num,Buy_total,Sell_num,Sell_total,Ticker
1045,Acacia Communications (ACIA),Technology,0,$0,17,"$3,802,028",ACIA
1046,Meridian Corp. (MRBK),Financials,21,"$338,472",0,$0,MRBK
1047,Activision Blizzard Inc. (ATVI),Information Technology,3,"$63,906",5,"$37,776,672",ATVI
1048,Peloton Interactive Inc. (PTON),Consumer Cyclical,2,"$6,556,810",24,"$328,364,249",PTON
1049,GlaxoSmithKline PLC (GSK),Health Care,0,$0,0,$0,GSK
1050,GCI Liberty Inc. (GLIBA),Services,0,$0,13,"$9,681,279",GLIBA
1051,Dana Inc. (DAN),Consumer Goods,0,$0,0,$0,DAN
1052,Altisource Residential Corp. (RESI),Financials,16,"$9,341,542",0,$0,RESI
1053,Hengan International Group Co Ltd. (HEGIF),Consumer Staples,0,$0,0,$0,HEGIF
1054,The Bancorp Inc. (TBBK),Financials,4,"$185,549",0,$0,TBBK
1055,Helmerich & Payne (HP),Energy,1,"$202,100",0,$0,HP
1056,Berkshire Hathaway CL B (BRK.B),Financials,1,"$173,300",0,$0,BRK.B
1057,PetMed Express (PETS),Consumer Discretionary,0,$0,7,"$1,999,610",PETS
1058,Seaboard Corp. (SEB),Consumer Goods,0,$0,0,$0,SEB
1059,American Homes 4 Rent (AMH),Financials,27,"$48,145,664",5,"$725,665",AMH
1060,Dollar General (DG),Consumer Discretionary,0,$0,10,"$56,398,848",DG
1061,Consolidated Tomoka Land Co. (CTO),Financials,6,"$70,770",0,$0,CTO
1062,Brown-Forman Corp. (BF.B),Consumer Staples,0,$0,0,$0,BF.B
1063,Charles River Labs (CRL),Health Care,0,$0,15,"$9,733,163",CRL
1064,Avangrid Inc. (AGR),Utilities,2,"$19,460",0,$0,AGR
1065,The Blackstone Group (BX),Financials,0,$0,2,"$3,183,391",BX
1066,Chubb Limited (CB),Financials,3,"$1,430,940",0,$0,CB
1067,Smith (A.O.) (AOS),Industrials,0,$0,3,"$7,113,418",AOS
1068,Freeport-McMoran Inc. (FCX),Materials,2,"$3,358,326",0,$0,FCX
1069,Cars.com Inc. (CARS),Services,3,"$171,254",0,$0,CARS
1070,Eli Lilly & Co. (LLY),Health Care,0,$0,32,"$199,801,515",LLY
1071,Enviva Partners LP (EVA),Industrial Goods,0,$0,0,$0,EVA
1072,Boston Beer Company (SAM),Consumer Goods,0,$0,153,"$68,063,959",SAM
1073,DaVita HealthCare Partners (DVA),Health Care,0,$0,8,"$11,057,545",DVA
1074,Biogen Inc. (BIIB),Health Care,0,$0,2,"$718,573",BIIB
1075,Dell Technologies Inc Class C (DELL),Technology,13,"$26,253,714",13,"$20,679,783",DELL
1076,New Oriental Education & Technology (EDU),Services,0,$0,0,$0,EDU
1077,Voya Financial Inc. (VOYA),Financials,0,$0,0,$0,VOYA
1078,Tejon Ranch Co. (TRC),Financials,1,"$21,647",0,$0,TRC
1079,Acuity Brands Inc. (AYI),Industrials,0,$0,0,$0,AYI
1080,Home Depot (HD),Consumer Discretionary,1,"$1,000,151",9,"$34,180,671",HD
1081,Jardine Strategic Holdings (JDSHF),Financials,0,$0,0,$0,JDSHF
1082,TJX Companies Inc. (TJX),Consumer Discretionary,1,"$160,432",3,"$5,123,056",TJX
1083,Investors Title Co. (ITIC),Financials,0,$0,0,$0,ITIC
1084,BROWN FORMAN Inc. A (BF.A),Consumer Staples,0,$0,0,$0,BF.A
1085,UGI Corp. (UGI),Utilities,2,"$268,868",0,$0,UGI
1086,Stryker Corp. (SYK),Health Care,1,"$9,694",9,"$4,029,281",SYK
1087,Donaldson Co. (DCI),Industrials,0,$0,3,"$440,237",DCI
1088,ProShares UltraPro S&P500 (UPRO),NA,0,$0,0,$0,UPRO
1089,Hill Rom Holdings Inc. (HRC),Health Care,0,$0,3,"$350,790",HRC
1090,Navistar International Corp. (NAV),Consumer Goods,0,$0,0,$0,NAV
1091,Northern Trust Corp. (NTRS),Financials,0,$0,3,"$1,174,449",NTRS
1092,Applied Materials (AMAT),Information Technology,0,$0,0,$0,AMAT
1093,Far Point Acquisition Corp. (FPAC),Financials,0,$0,1,"$32,571,726",FPAC
1094,Team Inc. (TISI),Services,1,"$95,940",0,$0,TISI
1095,WABCO Holdings Inc. (WBC),Consumer Goods,0,$0,0,$0,WBC
1096,Sally Beauty Holdings (SBH),Services,8,"$184,641",1,"$48,033",SBH
1097,Roper Industries (ROP),Industrials,0,$0,8,"$7,599,301",ROP
1098,Green Brick Partners (GRBK),Financials,6,"$205,503",0,$0,GRBK
1099,Credit Acceptance Corp. (CACC),Financials,4,"$1,107,920",40,"$74,253,793",CACC
1100,RTI Surgical Holdings Inc. (RTIX),Health Care,0,$0,0,$0,RTIX
1101,Westlake Chemical Corp. (WLK),Materials,38,"$50,124,919",0,$0,WLK
1102,NexPoint Residential Trust (NXRT),Financials,4,"$7,433,390",31,"$46,610,898",NXRT
1103,American Vanguard Corp. (AVD),Materials,1,"$26,140",0,$0,AVD
1104,Zimmer Biomet Holdings (ZBH),Health Care,1,"$113,000",1,"$376,130",ZBH
1105,LA-Z Boy Chair (LZB),Consumer Discretionary,0,$0,0,$0,LZB
1106,BlackRock Inc. (BLK),Financials,0,$0,18,"$14,274,172,511",BLK
1107,Orange County Bancorp Inc. (OCBI),Financials,0,$0,0,$0,OCBI
1108,Physicians Realty Trust (DOC),Financials,2,"$149,703",1,"$106,380",DOC
1109,Goodyear Tire & Rubber (GT),Consumer Discretionary,1,"$3,690",0,$0,GT
1110,Entercom Communications (ETM),Consumer Discretionary,20,"$3,650,556",0,$0,ETM
1111,Vonage Holdings Corp. (VG),Technology,0,$0,2,"$2,118,848",VG
1112,Sysco Corp. (SYY),Consumer Staples,8,"$67,639,762",0,$0,SYY
1113,Antofagasta plc (ANFGF),Materials,0,$0,0,$0,ANFGF
1114,Medtronic plc (MDT),Health Care,0,$0,1,"$195,440",MDT
1115,Match Group Inc. (MTCH),Services,0,$0,10,"$9,258,432",MTCH
1116,Guess Inc. (GES),Services,0,$0,0,$0,GES
1117,Liberty Media Corp Formula One Series A (FWONA),Services,0,$0,1,"$260,697",FWONA
1118,O-I Glass Inc. (OI),Consumer Goods,1,"$2,678",0,$0,OI
1119,Total SA (TOT),Materials,0,$0,0,$0,TOT
1120,MSCI Inc. (MSCI),Financials,0,$0,8,"$1,507,460",MSCI
1121,The Stars Group Inc. (TSG),Services,0,$0,0,$0,TSG
1122,S&P Global Inc. (SPGI),Consumer Discretionary,0,$0,0,$0,SPGI
1123,Meggitt PLC (MEGGF),Industrials,0,$0,0,$0,MEGGF
1124,Central Garden & Pet (CENTA),Consumer Staples,0,$0,0,$0,CENTA
1125,Microsoft Corp. (MSFT),Information Technology,0,$0,2,"$6,693,611",MSFT
1126,Canadian Pacific Railway (CP),Services,0,$0,0,$0,CP
1127,Cognizant Technology Solutions (CTSH),Information Technology,0,$0,8,"$496,360",CTSH
1128,Gulfport Energy Corp. (GPOR),Materials,1,"$14,822",0,$0,GPOR
1129,Crocs Inc. (CROX),Consumer Discretionary,4,"$525,589",4,"$3,322,653",CROX
1130,Berry Petroleum Corp. (BRY),Energy,0,$0,0,$0,BRY
1131,Compass Minerals International Inc. (CMP),Materials,1,"$98,750",0,$0,CMP
1132,Mercadolibre Inc. (MELI),Services,15,"$3,065,433",0,$0,MELI
1133,HERC Holdings Inc. (HRI),Services,4,"$224,489",0,$0,HRI
1134,CIBL Inc. (CIBY),Technology,0,$0,0,$0,CIBY
1135,Pargesa Holding SA (PRGAF),Services,0,$0,0,$0,PRGAF
1136,Stock Yards Bancorp Inc. (SYBT),Financials,17,"$390,313",2,"$235,728",SYBT
1137,DXC Technology Co. (DXC),Technology,0,$0,0,$0,DXC
1138,TE Connectivity (TEL),Technology,1,"$14,537",0,$0,TEL
1139,Morgan Stanley (MS),Financials,1,"$734,871",1,"$737,319",MS
1140,Equinor ASA (EQNR),Energy,0,$0,0,$0,EQNR
1141,Timken Co. (TKR),Industrials,0,$0,0,$0,TKR
1142,Far Point Acquisition Corp. Unit (FPAC.UN),Financials,0,$0,0,$0,FPAC.UN
1143,Rolls Royce Holdings plc (RYCEF),Industrial Goods,0,$0,0,$0,RYCEF
1144,Verra Mobility Corp. (VRRM),Industrials,4,"$297,062",0,$0,VRRM
1145,Nam Tai Property Inc. (NTP),Technology,0,$0,0,$0,NTP
1146,Peapack-Gladstone Financial Corp. (PGC),Financials,9,"$292,393",0,$0,PGC
1147,Caesars Entertainment (CZR),Services,0,$0,0,$0,CZR
1148,Transportadora de Gas Del Sur SA (TGS),Utilities,0,$0,0,$0,TGS
1149,Molson Coors Beverage Co. (TAP),Consumer Staples,0,$0,0,$0,TAP
1150,Chaparral Steel Co. (CHAP),Materials,0,$0,0,$0,CHAP
1151,Unilever NV (UN),Consumer Goods,0,$0,0,$0,UN
1152,Outfront Media Inc. (OUT),Services,0,$0,0,$0,OUT
1153,Crescent Capital BDC Inc. (CCAP),Financials,0,$0,0,$0,CCAP
1154,The Madison Square Garden Co. (MSG),Services,0,$0,0,$0,MSG
1155,Old Republic International (ORI),Financials,16,"$346,932",0,$0,ORI
1156,Groupe Bruxelles Lambert S.A. (GBLBF),Financials,0,$0,0,$0,GBLBF
1157,Howard Hughes Corp. (HHC),Financials,8,"$501,164,227",2,"$102,789,784",HHC
1158,Capri Holdings Ltd (CPRI),Services,0,$0,0,$0,CPRI
1159,Granite Real Estate Inv. Trust (GRP.UN),Real Estate,0,$0,0,$0,GRP.UN
1160,Chemours Co. (CC),Materials,3,"$140,698",0,$0,CC
1161,Six Flags Inc. (SIX),Services,1,"$24,144",0,$0,SIX
1162,Orchard Therapeutics plc (ORTX),Health Care,0,$0,0,$0,ORTX
1163,Qorvo Inc. (QRVO),Technology,0,$0,23,"$15,534,115",QRVO
1164,Monster Beverage Corp. (MNST),Consumer Goods,0,$0,7,"$26,092,463",MNST
1165,SunOpta Inc. (STKL),Consumer Goods,9,"$3,822,010",0,$0,STKL
1166,Adobe Inc. (ADBE),Information Technology,0,$0,9,"$17,393,344",ADBE
1167,Williams Cos. (WMB),Energy,8,"$1,114,922",0,$0,WMB
1168,MagnaChip Semiconductor Corp. (MX),Technology,1,"$110,500",0,$0,MX
1169,Sanofi Aventis (SNY),Health Care,0,$0,0,$0,SNY
1170,Brighthouse Financial Inc. (BHF),Financials,8,"$1,125,502",0,$0,BHF
1171,Waitr Holdings Inc. (WTRH),Consumer Cyclical,0,$0,4,"$584,997",WTRH
1172,DENTSPLY International Inc. (XRAY),Health Care,0,$0,3,"$949,248",XRAY
1173,Baxter International Inc. (BAX),Health Care,1,"$803,818",8,"$5,534,349",BAX
1174,Eaton Corp. (ETN),Industrials,3,"$483,796",11,"$3,947,316",ETN
1175,ICF International Inc. (ICFI),Industrials,3,"$220,999",5,"$992,414",ICFI
1176,Nordstrom (JWN),Consumer Discretionary,0,$0,2,"$842,708",JWN
1177,Banc of California Inc. (BANC),Financials,1,"$250,211",0,$0,BANC
1178,Mondelez International (MDLZ),Consumer Staples,1,"$101,040",0,$0,MDLZ
1179,Huntington Ingalls Industries (HII),Industrial Goods,5,"$902,604",4,"$1,289,565",HII
1180,Ameren Corp. (AEE),Utilities,0,$0,3,"$780,500",AEE
1181,MGIC Investment (MTG),Financials,1,"$35,464",0,$0,MTG
1182,Garrett Motion Inc. (GTX),Consumer Goods,0,$0,0,$0,GTX
1183,Autodesk Inc. (ADSK),Information Technology,0,$0,5,"$3,982,510",ADSK
1184,Acadia Healthcare Co. (ACHC),Health Care,0,$0,0,$0,ACHC
1185,AMERCO (UHAL),Services,46,"$16,257,759",0,$0,UHAL
1186,Broadcom Inc. (AVGO),Technology,0,$0,48,"$35,605,303",AVGO
1187,Mimecast Ltd (MIME),Technology,0,$0,10,"$5,405,592",MIME
1188,First Midwest Bancorp (FMBI),Financials,1,"$100,685",0,$0,FMBI
1189,Comcast Corp. (CMCSA),Consumer Discretionary,0,$0,7,"$8,212,930",CMCSA
1190,Graham Holdings Co. (GHC),Consumer Discretionary,3,"$517,281",0,$0,GHC
1191,VMware Inc. (VMW),Technology,0,$0,21,"$24,171,148",VMW
1192,National Western Life Insurance (NWLI),Financials,0,$0,0,$0,NWLI
1193,Perspecta Inc. (PRSP),Technology,4,"$312,938",0,$0,PRSP
1194,PG&E Corp. (PCG),Utilities,0,$0,0,$0,PCG
1195,Sirius XM Holdings Inc. (SIRI),Services,0,$0,1,"$474,261",SIRI
1196,Turtle Beach Corp. (HEAR),Technology,3,"$112,529",0,$0,HEAR
1197,Ford Motor (F),Consumer Discretionary,3,"$1,104,611",0,$0,F
1198,Alleghany Corp. (Y),Financials,0,$0,0,$0,Y
1199,Cloudera Inc. (CLDR),Technology,1,"$4,998,704",10,"$22,800,866",CLDR
1200,Falcon Minerals Corp. (FLMN),Energy,3,"$143,196",0,$0,FLMN
1201,Anheuser-Busch InBev (BUD),Consumer Staples,0,$0,0,$0,BUD
1202,Spectrum Brands Holdings Inc. (SPB),Consumer Staples,0,$0,0,$0,SPB
1203,Pioneer Natural Resources (PXD),Energy,2,"$102,907",0,$0,PXD
1204,Hanesbrands Inc. (HBI),Consumer Discretionary,0,$0,0,$0,HBI
1205,Bunge Ltd. (BG),Consumer Goods,14,"$6,451,613",0,$0,BG
1206,Lithia Motors Inc. A (LAD),Consumer Discretionary,0,$0,1,"$10,026",LAD
1207,Caleres Inc. (CAL),Consumer Discretionary,4,"$28,343",0,$0,CAL
1208,Hormel Foods Corp. (HRL),Consumer Staples,0,$0,10,"$9,356,175",HRL
1209,Bausch Health (BHC),Health Care,17,"$83,575,268",0,$0,BHC
1210,SEI Investments (SEIC),Financials,0,$0,0,$0,SEIC
1211,Exxon Mobil Corp. (XOM),Energy,4,"$2,507,179",0,$0,XOM
1212,Dish Network Corp. (DISH),Consumer Goods,0,$0,2,"$485,370",DISH
1213,SmileDirectClub Inc. (SDC),Health Care,1,"$37,439",1,"$100,400",SDC
1214,Extraction Oil & Gas LLC (XOG),Materials,0,$0,0,$0,XOG
1215,Jefferies Financial Group Inc. (JEF),Financials,0,$0,0,$0,JEF
1216,Agnico-Eagle Mines Ltd. (AEM),Materials,0,$0,0,$0,AEM
1217,Ra Pharmaceuticals Inc. (RARX),Health Care,0,$0,2,"$579,765",RARX
1218,Highland Income Fund (HFRO),Financials,0,$0,0,$0,HFRO
1219,New Senior Investment Group (SNR),Financials,5,"$1,161,927",0,$0,SNR
1220,SS&C Technologies Holdings Inc. (SSNC),Technology,2,"$69,061",2,"$9,877,475",SSNC
1221,Citigroup Inc. (C),Financials,0,$0,0,$0,C
1222,Magna International Inc. (MGA),Consumer Goods,0,$0,0,$0,MGA
1223,Cognex Corp. (CGNX),Information Technology,0,$0,2,"$2,677,573",CGNX
1224,American International Group (AIG),Financials,1,"$481,966",0,$0,AIG
1225,Stewart Information Services (STC),Financials,10,"$925,250",9,"$3,949,602",STC
1226,Logitech International SA (LOGI),Technology,0,$0,14,"$33,978,082",LOGI
1227,Comfort Systems USA Inc. (FIX),Industrials,3,"$442,980",1,"$64,022",FIX
1228,Public Storage (PSA),Financials,0,$0,2,"$1,258,669",PSA
1229,Helen of Troy Ltd. (HELE),Consumer Goods,0,$0,6,"$1,043,416",HELE
1230,U.S. Bancorp (USB),Financials,0,$0,3,"$16,313,673",USB
1231,Vistra Energy Corp. (VST),Utilities,9,"$1,706,824",7,"$387,359",VST
1232,Aramark (ARMK),Services,6,"$2,073,046",5,"$553,921,757",ARMK
1233,Vanguard S&P 500 ETF (VOO),,0,$0,0,$0,VOO
1234,Wells Fargo (WFC),Financials,2,"$5,553,970",0,$0,WFC
1235,Canada Goose Holdings Inc. (GOOS),Consumer Cyclical,0,$0,0,$0,GOOS
1236,Oaktree Specialty Lending Corp (OCSL),Financials,5,"$195,896",0,$0,OCSL
1237,Chimera Investment Corp. (CIM),Financials,0,$0,0,$0,CIM
1238,Sterling Bancorp (STL),Financials,16,"$431,861",1,"$213,500",STL
1239,Kaiser Aluminum Corp. (KALU),Materials,0,$0,5,"$657,509",KALU
1240,Pernod-Ricard SA (PDRDY),Consumer Goods,0,$0,0,$0,PDRDY
1241,C.H. Robinson Worldwide (CHRW),Industrials,0,$0,6,"$16,183,612",CHRW
1242,Osisko Gold Royalties Ltd (OR),Materials,0,$0,0,$0,OR
1243,Monmouth Real Estate Investment Corp. (MNR),Real Estate,19,"$578,429",4,"$187,780",MNR
1244,Lee Enterprises (LEE),Consumer Discretionary,0,$0,0,$0,LEE
1245,"Primerica, Inc. (PRI)",Financials,0,$0,3,"$870,593",PRI
1246,Lennar Corp. CL B (LEN.B),Industrial Goods,0,$0,0,$0,LEN.B
1247,Noble Energy Inc. (NBL),Energy,5,"$366,537",0,$0,NBL
1248,Choice Hotels Int. Inc. (CHH),Services,0,$0,2,$0,CHH
1249,Harley-Davidson (HOG),Consumer Discretionary,3,"$3,332,867",0,$0,HOG
1250,JBG Smith Properties (GBGS),Financials,0,$0,0,$0,GBGS
1251,BlackBerry Ltd. (BB),Technology,2,"$70,300",2,"$9,283",BB
1252,Raytheon Co. (RTN),Industrials,0,$0,6,"$191,726",RTN
1253,HollyFrontier Corp. (HFC),Materials,2,"$414,900",0,$0,HFC
1254,Perrigo Co. (PRGO),Health Care,1,"$85,000",6,"$238,926",PRGO
1255,Corteva Inc. (CTVA),Materials,4,"$484,598",0,$0,CTVA
1256,"Altice USA, Inc. (ATUS)",Services,0,$0,15,"$225,895,644",ATUS
1257,BRF S.A. (BRFS),Consumer Goods,0,$0,0,$0,BRFS
1258,Packaging Corp. of America (PKG),Materials,0,$0,0,$0,PKG
1259,AMC Networks Inc. (AMCX),Services,0,$0,0,$0,AMCX
1260,Simon Property Group Inc. (SPG),Financials,13,"$20,875,599",0,$0,SPG
1261,Axalta Coating Systems Ltd. (AXTA),Materials,0,$0,0,$0,AXTA
1262,Great Western Bancorp (GWB),Financials,1,"$39,900",0,$0,GWB
1263,Newmont Corp. (NEM),Materials,0,$0,21,"$9,496,760",NEM
1264,LHC Group Inc. (LHCG),Health Care,0,$0,0,$0,LHCG
1265,Franklin Resources (BEN),Financials,0,$0,1,"$94,800",BEN
1266,Sierra Metals Inc. (SMTS),Materials,0,$0,0,$0,SMTS
1267,IQVIA Holdings Inc. (IQV),Health Care,0,$0,2,"$27,666,136",IQV
1268,Abbott Labs (ABT),Health Care,0,$0,9,"$20,162,814",ABT
