id,Name,Period,Stock,Percentage_of_portfolio,Shares,Recent_activity,Price,Value,Paresing_date,Ticker
2020Q2_2133,Richard Pzena - Hancock Classic Value,Q1 2020,MS - Morgan Stanley,3.09,"1,415,275",Reduce 2.63%,$34.00,"$48,119,000",2020-06-07,MS
2020Q2_2134,Richard Pzena - Hancock Classic Value,Q1 2020,SWK - Stanley Black & Decker Inc.,3.09,"482,215",Add 15.89%,$100.00,"$48,222,000",2020-06-07,SWK
2020Q2_2135,Richard Pzena - Hancock Classic Value,Q1 2020,CTSH - Cognizant Technology Solutions,3.00,"1,007,301", ,$46.47,"$46,809,000",2020-06-07,CTSH
2020Q2_2136,Richard Pzena - Hancock Classic Value,Q1 2020,MET - MetLife Inc.,2.91,"1,482,731",Add 10.52%,$30.57,"$45,327,000",2020-06-07,MET
2020Q2_2137,Richard Pzena - Hancock Classic Value,Q1 2020,GS - Goldman Sachs Group,2.82,"284,255",Add 10.63%,$154.59,"$43,943,000",2020-06-07,GS
2020Q2_2138,Richard Pzena - Hancock Classic Value,Q1 2020,BKR - Baker Hughes Co.,2.79,"4,139,862",Add 111.12%,$10.50,"$43,469,000",2020-06-07,BKR
2020Q2_2139,Richard Pzena - Hancock Classic Value,Q1 2020,NOV - National Oilwell Varco Inc.,2.75,"4,365,263",Add 28.80%,$9.83,"$42,911,000",2020-06-07,NOV
2020Q2_2140,Richard Pzena - Hancock Classic Value,Q1 2020,HAL - Halliburton Co.,2.59,"5,903,239",Add 47.76%,$6.85,"$40,437,000",2020-06-07,HAL
2020Q2_2141,Richard Pzena - Hancock Classic Value,Q1 2020,BAC - Bank of America Corp.,2.59,"1,899,889",Add 11.78%,$21.23,"$40,335,000",2020-06-07,BAC
2020Q2_2142,Richard Pzena - Hancock Classic Value,Q1 2020,JPM - JPMorgan Chase & Co.,2.52,"437,018",Add 27.04%,$90.03,"$39,345,000",2020-06-07,JPM
2020Q2_2143,Richard Pzena - Hancock Classic Value,Q1 2020,AMGN - Amgen,2.47,"190,244", ,$202.73,"$38,568,000",2020-06-07,AMGN
2020Q2_2144,Richard Pzena - Hancock Classic Value,Q1 2020,IPG - Interpublic Group,2.45,"2,354,226",Reduce 20.89%,$16.19,"$38,115,000",2020-06-07,IPG
2020Q2_2145,Richard Pzena - Hancock Classic Value,Q1 2020,MHK - Mohawk Industries,2.38,"486,678",Add 6.72%,$76.24,"$37,104,000",2020-06-07,MHK
2020Q2_2146,Richard Pzena - Hancock Classic Value,Q1 2020,VOYA - Voya Financial Inc.,2.19,"841,073",Add 6.27%,$40.55,"$34,106,000",2020-06-07,VOYA
2020Q2_2147,Richard Pzena - Hancock Classic Value,Q1 2020,AXS - Axis Capital Holdings Ltd.,2.11,"852,023",Add 6.39%,$38.65,"$32,931,000",2020-06-07,AXS
2020Q2_2148,Richard Pzena - Hancock Classic Value,Q1 2020,GIL - Gildan Activewear Inc.,2.08,"2,542,445",Add 31.29%,$12.76,"$32,442,000",2020-06-07,GIL
2020Q2_2149,Richard Pzena - Hancock Classic Value,Q1 2020,RDS.A - Royal Dutch Shell PLC,2.07,"925,396",Add 28.29%,$34.89,"$32,287,000",2020-06-07,RDS.A
2020Q2_2150,Richard Pzena - Hancock Classic Value,Q1 2020,PVH - PVH Corp.,2.07,"858,599",Add 30.95%,$37.64,"$32,318,000",2020-06-07,PVH
2020Q2_2151,Richard Pzena - Hancock Classic Value,Q1 2020,CAH - Cardinal Health Inc.,2.04,"662,244", ,$47.94,"$31,748,000",2020-06-07,CAH
2020Q2_2152,Richard Pzena - Hancock Classic Value,Q1 2020,DOW - Dow Inc.,1.98,"1,055,633",Buy ,$29.24,"$30,867,000",2020-06-07,DOW
2020Q2_2153,Richard Pzena - Hancock Classic Value,Q1 2020,MYL - Mylan NV,1.68,"1,760,995", ,$14.91,"$26,256,000",2020-06-07,MYL
2020Q2_2154,Richard Pzena - Hancock Classic Value,Q1 2020,UBS - UBS AG,1.64,"2,763,245",Add 7.22%,$9.26,"$25,588,000",2020-06-07,UBS
2020Q2_2155,Richard Pzena - Hancock Classic Value,Q1 2020,KKR - KKR & Co. L.P.,1.03,"681,862",Reduce 48.74%,$23.47,"$16,003,000",2020-06-07,KKR
2020Q2_2156,Richard Pzena - Hancock Classic Value,Q1 2020,EIX - Edison Int'l,0.78,"222,637",Reduce 48.58%,$54.79,"$12,198,000",2020-06-07,EIX
2020Q2_2157,Richard Pzena - Hancock Classic Value,Q1 2020,CVE - Cenovus Energy Inc.,0.58,"4,454,588", ,$2.02,"$8,998,000",2020-06-07,CVE
2020Q2_2158,Richard Pzena - Hancock Classic Value,Q1 2020,CCL - Carnival Corp.,0.27,"313,749",Buy ,$13.17,"$4,132,000",2020-06-07,CCL
2020Q2_2159,Mairs & Power - Mairs & Power Growth,Q1 2020,GOOG - Alphabet Inc. CL C,6.02,"185,700",Reduce 5.21%,$1162.81,"$215,934,000",2020-06-07,GOOG
2020Q2_2160,Mairs & Power - Mairs & Power Growth,Q1 2020,MSFT - Microsoft Corp.,5.49,"1,250,000",Add 11.11%,$157.71,"$197,138,000",2020-06-07,MSFT
2020Q2_2161,Mairs & Power - Mairs & Power Growth,Q1 2020,USB - U.S. Bancorp,4.16,"4,330,000",Add 10.18%,$34.45,"$149,169,000",2020-06-07,USB
2020Q2_2162,Mairs & Power - Mairs & Power Growth,Q1 2020,MDT - Medtronic plc,4.12,"1,640,000",Reduce 5.10%,$90.18,"$147,895,000",2020-06-07,MDT
2020Q2_2163,Mairs & Power - Mairs & Power Growth,Q1 2020,ECL - Ecolab Inc.,4.07,"936,900", ,$155.83,"$145,997,000",2020-06-07,ECL
2020Q2_2164,Mairs & Power - Mairs & Power Growth,Q1 2020,RHHBY - Roche Holding AG ADR,3.70,"3,275,000",Reduce 11.49%,$40.57,"$132,867,000",2020-06-07,RHHBY
2020Q2_2165,Mairs & Power - Mairs & Power Growth,Q1 2020,UNH - United Health Group Inc.,3.59,"516,500",Reduce 1.90%,$249.38,"$128,805,000",2020-06-07,UNH
2020Q2_2166,Mairs & Power - Mairs & Power Growth,Q1 2020,MMM - 3M Co.,3.43,"900,900",Reduce 14.27%,$136.51,"$122,982,000",2020-06-07,MMM
2020Q2_2167,Mairs & Power - Mairs & Power Growth,Q1 2020,JNJ - Johnson & Johnson,3.29,"900,000",Reduce 23.08%,$131.13,"$118,017,000",2020-06-07,JNJ
2020Q2_2168,Mairs & Power - Mairs & Power Growth,Q1 2020,GGG - Graco Inc.,3.19,"2,350,000",Reduce 10.98%,$48.73,"$114,516,000",2020-06-07,GGG
2020Q2_2169,Mairs & Power - Mairs & Power Growth,Q1 2020,TECH - Bio-Techne Corp.,3.12,"589,700",Add 2.70%,$189.62,"$111,819,000",2020-06-07,TECH
2020Q2_2170,Mairs & Power - Mairs & Power Growth,Q1 2020,HRL - Hormel Foods Corp.,2.94,"2,263,592",Reduce 28.37%,$46.64,"$105,574,000",2020-06-07,HRL
2020Q2_2171,Mairs & Power - Mairs & Power Growth,Q1 2020,DIS - Walt Disney Co.,2.90,"1,078,600", ,$96.60,"$104,193,000",2020-06-07,DIS
2020Q2_2172,Mairs & Power - Mairs & Power Growth,Q1 2020,COR - CoreSite Realty Corp.,2.81,"870,000",Add 13.24%,$115.90,"$100,833,000",2020-06-07,COR
2020Q2_2173,Mairs & Power - Mairs & Power Growth,Q1 2020,TTC - Toro Co.,2.74,"1,510,000",Reduce 2.58%,$65.09,"$98,286,000",2020-06-07,TTC
2020Q2_2174,Mairs & Power - Mairs & Power Growth,Q1 2020,NVDA - NVIDIA Corp.,2.72,"370,000", ,$263.60,"$97,532,000",2020-06-07,NVDA
2020Q2_2175,Mairs & Power - Mairs & Power Growth,Q1 2020,FISV - Fiserv Inc.,2.58,"975,000",Reduce 2.99%,$94.99,"$92,615,000",2020-06-07,FISV
2020Q2_2176,Mairs & Power - Mairs & Power Growth,Q1 2020,DCI - Donaldson Co.,2.50,"2,325,000",Reduce 1.69%,$38.63,"$89,815,000",2020-06-07,DCI
2020Q2_2177,Mairs & Power - Mairs & Power Growth,Q1 2020,FAST - Fastenal,2.41,"2,770,000",Reduce 13.98%,$31.25,"$86,563,000",2020-06-07,FAST
2020Q2_2178,Mairs & Power - Mairs & Power Growth,Q1 2020,V - Visa Inc.,2.29,"510,000",Add 13.08%,$161.12,"$82,171,000",2020-06-07,V
2020Q2_2179,Mairs & Power - Mairs & Power Growth,Q1 2020,CHRW - C.H. Robinson Worldwide,2.27,"1,230,000",Reduce 5.75%,$66.20,"$81,426,000",2020-06-07,CHRW
2020Q2_2180,Mairs & Power - Mairs & Power Growth,Q1 2020,HON - Honeywell Int'l Inc.,1.95,"521,700",Reduce 3.08%,$133.79,"$69,798,000",2020-06-07,HON
2020Q2_2181,Mairs & Power - Mairs & Power Growth,Q1 2020,ZBH - Zimmer Biomet Holdings,1.85,"658,500",Add 6.21%,$101.08,"$66,561,000",2020-06-07,ZBH
2020Q2_2182,Mairs & Power - Mairs & Power Growth,Q1 2020,AXP - American Express,1.84,"770,000", ,$85.61,"$65,920,000",2020-06-07,AXP
2020Q2_2183,Mairs & Power - Mairs & Power Growth,Q1 2020,PFG - Principal Financial Group,1.78,"2,040,000",Add 6.25%,$31.34,"$63,934,000",2020-06-07,PFG
2020Q2_2184,Mairs & Power - Mairs & Power Growth,Q1 2020,TNC - Tennant Co.,1.52,"939,966",Add 5.66%,$57.95,"$54,471,000",2020-06-07,TNC
2020Q2_2185,Mairs & Power - Mairs & Power Growth,Q1 2020,ABT - Abbott Labs,1.42,"645,600",Reduce 19.86%,$78.91,"$50,944,000",2020-06-07,ABT
2020Q2_2186,Mairs & Power - Mairs & Power Growth,Q1 2020,FUL - Fuller (H.B.) Co.,1.33,"1,710,000",Add 2.40%,$27.93,"$47,760,000",2020-06-07,FUL
2020Q2_2187,Mairs & Power - Mairs & Power Growth,Q1 2020,PFE - Pfizer Inc.,1.33,"1,460,000", ,$32.64,"$47,654,000",2020-06-07,PFE
2020Q2_2188,Mairs & Power - Mairs & Power Growth,Q1 2020,LFUS - Littelfuse Inc.,1.32,"354,000",Add 16.45%,$133.42,"$47,231,000",2020-06-07,LFUS
2020Q2_2189,Mairs & Power - Mairs & Power Growth,Q1 2020,LLY - Eli Lilly & Co.,1.29,"334,031",Reduce 4.30%,$138.72,"$46,337,000",2020-06-07,LLY
2020Q2_2190,Mairs & Power - Mairs & Power Growth,Q1 2020,NVT - nVent Electric plc,1.24,"2,631,066",Add 17.93%,$16.87,"$44,386,000",2020-06-07,NVT
2020Q2_2191,Mairs & Power - Mairs & Power Growth,Q1 2020,MSI - Motorola Solutions Inc.,1.23,"332,000",Add 9.93%,$132.92,"$44,129,000",2020-06-07,MSI
2020Q2_2192,Mairs & Power - Mairs & Power Growth,Q1 2020,QCOM - QUALCOMM Inc.,1.17,"622,100",Reduce 5.44%,$67.65,"$42,085,000",2020-06-07,QCOM
2020Q2_2193,Mairs & Power - Mairs & Power Growth,Q1 2020,HD - Home Depot,0.99,"190,000",Add 72.73%,$186.71,"$35,475,000",2020-06-07,HD
2020Q2_2194,Mairs & Power - Mairs & Power Growth,Q1 2020,WFC - Wells Fargo,0.96,"1,200,000", ,$28.70,"$34,440,000",2020-06-07,WFC
2020Q2_2195,Mairs & Power - Mairs & Power Growth,Q1 2020,SYY - Sysco Corp.,0.83,"650,000",Buy ,$45.63,"$29,660,000",2020-06-07,SYY
2020Q2_2196,Mairs & Power - Mairs & Power Growth,Q1 2020,ATVI - Activision Blizzard Inc.,0.83,"500,000",Buy ,$59.48,"$29,740,000",2020-06-07,ATVI
2020Q2_2197,Mairs & Power - Mairs & Power Growth,Q1 2020,GLW - Corning Inc.,0.80,"1,390,000", ,$20.54,"$28,551,000",2020-06-07,GLW
2020Q2_2198,Mairs & Power - Mairs & Power Growth,Q1 2020,SCHW - Charles Schwab,0.79,"841,300", ,$33.62,"$28,285,000",2020-06-07,SCHW
2020Q2_2199,Mairs & Power - Mairs & Power Growth,Q1 2020,GWB - Great Western Bancorp,0.73,"1,280,000", ,$20.48,"$26,214,000",2020-06-07,GWB
2020Q2_2200,Mairs & Power - Mairs & Power Growth,Q1 2020,GIS - General Mills,0.63,"430,000",Reduce 59.05%,$52.77,"$22,691,000",2020-06-07,GIS
2020Q2_2201,Mairs & Power - Mairs & Power Growth,Q1 2020,SHW - Sherwin-Williams,0.63,"49,000",Add 96.00%,$459.51,"$22,516,000",2020-06-07,SHW
2020Q2_2202,Mairs & Power - Mairs & Power Growth,Q1 2020,ROK - Rockwell Automation Inc.,0.53,"125,000",Add 150.00%,$150.91,"$18,864,000",2020-06-07,ROK
2020Q2_2203,Mairs & Power - Mairs & Power Growth,Q1 2020,BAX - Baxter International Inc.,0.51,"225,000", ,$81.19,"$18,268,000",2020-06-07,BAX
2020Q2_2204,Mairs & Power - Mairs & Power Growth,Q1 2020,TGT - Target Corp.,0.47,"180,000",Reduce 25.50%,$92.97,"$16,735,000",2020-06-07,TGT
2020Q2_2205,Mairs & Power - Mairs & Power Growth,Q1 2020,DGII - Digi International,0.37,"1,391,333",Add 71.31%,$9.54,"$13,273,000",2020-06-07,DGII
2020Q2_2206,Mairs & Power - Mairs & Power Growth,Q1 2020,ELAN - Elanco Animal Health Inc.,0.32,"505,527", ,$22.39,"$11,319,000",2020-06-07,ELAN
2020Q2_2207,Mairs & Power - Mairs & Power Growth,Q1 2020,NVEC - NVE Corp.,0.32,"220,000", ,$52.03,"$11,447,000",2020-06-07,NVEC
2020Q2_2208,Mairs & Power - Mairs & Power Growth,Q1 2020,PRLB - Proto Labs Inc.,0.23,"108,000", ,$76.13,"$8,222,000",2020-06-07,PRLB
2020Q2_2209,Mairs & Power - Mairs & Power Growth,Q1 2020,THRM - Gentherm Inc,0.21,"242,100", ,$31.40,"$7,602,000",2020-06-07,THRM
2020Q2_2210,Mairs & Power - Mairs & Power Growth,Q1 2020,CLB - Core Laboratories NV,0.20,"695,000", ,$10.34,"$7,186,000",2020-06-07,CLB
2020Q2_2211,Mairs & Power - Mairs & Power Growth,Q1 2020,WK - Workiva Inc.,0.07,"78,600",Buy ,$32.33,"$2,541,000",2020-06-07,WK
2020Q2_2212,Mark Hillman - Hillman Fund,Q1 2020,BIIB - Biogen Inc.,4.70,"10,000", ,$316.40,"$3,164,000",2020-06-07,BIIB
2020Q2_2213,Mark Hillman - Hillman Fund,Q1 2020,AMZN - Amazon Corp.,4.63,"1,600", ,$1950.00,"$3,120,000",2020-06-07,AMZN
2020Q2_2214,Mark Hillman - Hillman Fund,Q1 2020,MRK - Merck & Co.,4.16,"36,400",Add 10.30%,$76.95,"$2,801,000",2020-06-07,MRK
2020Q2_2215,Mark Hillman - Hillman Fund,Q1 2020,K - Kellogg Co.,4.12,"46,300",Add 12.93%,$60.00,"$2,778,000",2020-06-07,K
2020Q2_2216,Mark Hillman - Hillman Fund,Q1 2020,VZ - Verizon Communications,4.10,"51,400",Add 2.80%,$53.74,"$2,762,000",2020-06-07,VZ
2020Q2_2217,Mark Hillman - Hillman Fund,Q1 2020,RTN - Raytheon Co.,4.09,"21,000",Buy ,$131.14,"$2,754,000",2020-06-07,RTN
2020Q2_2218,Mark Hillman - Hillman Fund,Q1 2020,BDX - Becton Dickinson,4.09,"12,000",Buy ,$229.75,"$2,757,000",2020-06-07,BDX
2020Q2_2219,Mark Hillman - Hillman Fund,Q1 2020,MSFT - Microsoft Corp.,3.98,"17,000", ,$157.71,"$2,681,000",2020-06-07,MSFT
2020Q2_2220,Mark Hillman - Hillman Fund,Q1 2020,PFE - Pfizer Inc.,3.95,"81,500",Add 8.67%,$32.64,"$2,660,000",2020-06-07,PFE
2020Q2_2221,Mark Hillman - Hillman Fund,Q1 2020,INTC - Intel Corp.,3.86,"48,000", ,$54.13,"$2,598,000",2020-06-07,INTC
2020Q2_2222,Mark Hillman - Hillman Fund,Q1 2020,BMY - Bristol-Myers Squibb,3.80,"46,000", ,$55.74,"$2,564,000",2020-06-07,BMY
2020Q2_2223,Mark Hillman - Hillman Fund,Q1 2020,MCD - McDonald's Corp.,3.78,"15,400", ,$165.32,"$2,546,000",2020-06-07,MCD
2020Q2_2224,Mark Hillman - Hillman Fund,Q1 2020,BUD - Anheuser-Busch InBev,3.68,"56,200",Add 56.11%,$44.13,"$2,480,000",2020-06-07,BUD
2020Q2_2225,Mark Hillman - Hillman Fund,Q1 2020,CVS - CVS Health Corp.,3.52,"40,000", ,$59.33,"$2,373,000",2020-06-07,CVS
2020Q2_2226,Mark Hillman - Hillman Fund,Q1 2020,SRCL - Stericycle Inc.,3.46,"48,000",Add 23.08%,$48.58,"$2,332,000",2020-06-07,SRCL
2020Q2_2227,Mark Hillman - Hillman Fund,Q1 2020,NKE - NIKE Inc.,3.44,"28,000", ,$82.75,"$2,317,000",2020-06-07,NKE
2020Q2_2228,Mark Hillman - Hillman Fund,Q1 2020,T - AT&T Inc.,3.40,"78,500",Add 6.08%,$29.15,"$2,288,000",2020-06-07,T
2020Q2_2229,Mark Hillman - Hillman Fund,Q1 2020,LH - Laboratory Corp. of America Hldgs,3.38,"18,000",Add 20.00%,$126.39,"$2,275,000",2020-06-07,LH
2020Q2_2230,Mark Hillman - Hillman Fund,Q1 2020,KHC - Kraft Heinz Co.,3.34,"91,000", ,$24.74,"$2,251,000",2020-06-07,KHC
2020Q2_2231,Mark Hillman - Hillman Fund,Q1 2020,CMP - Compass Minerals International Inc.,2.74,"48,000", ,$38.48,"$1,847,000",2020-06-07,CMP
2020Q2_2232,Mark Hillman - Hillman Fund,Q1 2020,FB - Facebook Inc.,2.72,"11,000", ,$166.82,"$1,835,000",2020-06-07,FB
2020Q2_2233,Mark Hillman - Hillman Fund,Q1 2020,GS - Goldman Sachs Group,2.71,"11,800", ,$154.58,"$1,824,000",2020-06-07,GS
2020Q2_2234,Mark Hillman - Hillman Fund,Q1 2020,EPD - Enterprise Products Partners LP,2.42,"114,300",Add 12.06%,$14.30,"$1,634,000",2020-06-07,EPD
2020Q2_2235,Mark Hillman - Hillman Fund,Q1 2020,XOM - Exxon Mobil Corp.,2.42,"43,000", ,$37.98,"$1,633,000",2020-06-07,XOM
2020Q2_2236,Mark Hillman - Hillman Fund,Q1 2020,WFC - Wells Fargo,2.38,"56,000", ,$28.70,"$1,607,000",2020-06-07,WFC
2020Q2_2237,Mark Hillman - Hillman Fund,Q1 2020,DD - DuPont de Nemours Inc.,2.28,"45,000", ,$34.11,"$1,535,000",2020-06-07,DD
2020Q2_2238,Mark Hillman - Hillman Fund,Q1 2020,EMR - Emerson Electric,2.12,"30,000", ,$47.67,"$1,430,000",2020-06-07,EMR
2020Q2_2239,Mark Hillman - Hillman Fund,Q1 2020,BAC - Bank of America Corp.,1.89,"60,000", ,$21.23,"$1,274,000",2020-06-07,BAC
2020Q2_2240,Mark Hillman - Hillman Fund,Q1 2020,SPG - Simon Property Group Inc.,1.75,"21,500",Add 7.50%,$54.84,"$1,179,000",2020-06-07,SPG
2020Q2_2241,Mark Hillman - Hillman Fund,Q1 2020,JWN - Nordstrom,1.66,"73,000", ,$15.34,"$1,120,000",2020-06-07,JWN
2020Q2_2242,Mark Hillman - Hillman Fund,Q1 2020,PAA - Plains All American Pipeline,1.44,"183,600",Buy ,$5.28,"$969,000",2020-06-07,PAA
2020Q2_2243,Sam Peters - ClearBridge Value Trust,Q1 2020,MSFT - Microsoft Corp.,7.76,"600,000",Reduce 20.00%,$157.71,"$94,626,000",2020-06-07,MSFT
2020Q2_2244,Sam Peters - ClearBridge Value Trust,Q1 2020,GOOGL - Alphabet Inc.,7.63,"80,000", ,$1162.81,"$93,025,000",2020-06-07,GOOGL
2020Q2_2245,Sam Peters - ClearBridge Value Trust,Q1 2020,ALXN - Alexion Pharmaceuticals Inc.,4.05,"550,000", ,$89.79,"$49,385,000",2020-06-07,ALXN
2020Q2_2246,Sam Peters - ClearBridge Value Trust,Q1 2020,AMZN - Amazon Corp.,4.00,"25,000",Buy ,$1949.72,"$48,743,000",2020-06-07,AMZN
2020Q2_2247,Sam Peters - ClearBridge Value Trust,Q1 2020,AIG - American International Group,3.18,"1,600,000",Add 6.67%,$24.25,"$38,800,000",2020-06-07,AIG
2020Q2_2248,Sam Peters - ClearBridge Value Trust,Q1 2020,ORCL - Oracle Corp.,3.17,"800,000",Reduce 33.33%,$48.33,"$38,664,000",2020-06-07,ORCL
2020Q2_2249,Sam Peters - ClearBridge Value Trust,Q1 2020,WFC - Wells Fargo,3.06,"1,300,000", ,$28.70,"$37,310,000",2020-06-07,WFC
2020Q2_2250,Sam Peters - ClearBridge Value Trust,Q1 2020,BMY - Bristol-Myers Squibb,2.97,"650,000",Reduce 23.53%,$55.74,"$36,231,000",2020-06-07,BMY
2020Q2_2251,Sam Peters - ClearBridge Value Trust,Q1 2020,ABBV - AbbVie Inc.,2.94,"470,000", ,$76.19,"$35,809,000",2020-06-07,ABBV
2020Q2_2252,Sam Peters - ClearBridge Value Trust,Q1 2020,FB - Facebook Inc.,2.74,"200,000", ,$166.80,"$33,360,000",2020-06-07,FB
2020Q2_2253,Sam Peters - ClearBridge Value Trust,Q1 2020,EXC - Exelon Corp.,2.72,"900,000", ,$36.81,"$33,129,000",2020-06-07,EXC
2020Q2_2254,Sam Peters - ClearBridge Value Trust,Q1 2020,CVS - CVS Health Corp.,2.68,"550,000", ,$59.33,"$32,632,000",2020-06-07,CVS
2020Q2_2255,Sam Peters - ClearBridge Value Trust,Q1 2020,ICE - Intercontinental Exchange Inc.,2.65,"400,000",Reduce 27.27%,$80.75,"$32,300,000",2020-06-07,ICE
2020Q2_2256,Sam Peters - ClearBridge Value Trust,Q1 2020,C - Citigroup Inc.,2.42,"700,000", ,$42.12,"$29,484,000",2020-06-07,C
2020Q2_2257,Sam Peters - ClearBridge Value Trust,Q1 2020,DXC - DXC Technology Co.,2.35,"2,200,000",Add 120.00%,$13.05,"$28,710,000",2020-06-07,DXC
2020Q2_2258,Sam Peters - ClearBridge Value Trust,Q1 2020,EQH - Equitable Holdings Inc.,2.18,"1,837,000", ,$14.45,"$26,545,000",2020-06-07,EQH
2020Q2_2259,Sam Peters - ClearBridge Value Trust,Q1 2020,ANET - Arista Networks Inc.,2.16,"130,000",Add 30.00%,$202.55,"$26,332,000",2020-06-07,ANET
2020Q2_2260,Sam Peters - ClearBridge Value Trust,Q1 2020,NEM - Newmont Corp.,2.04,"550,000",Buy ,$45.28,"$24,904,000",2020-06-07,NEM
2020Q2_2261,Sam Peters - ClearBridge Value Trust,Q1 2020,QRVO - Qorvo Inc.,1.98,"300,000",Add 20.00%,$80.63,"$24,189,000",2020-06-07,QRVO
2020Q2_2262,Sam Peters - ClearBridge Value Trust,Q1 2020,CAG - Conagra Brands Inc.,1.92,"800,000",Add 14.29%,$29.34,"$23,472,000",2020-06-07,CAG
2020Q2_2263,Sam Peters - ClearBridge Value Trust,Q1 2020,ETE - Energy Transfer Equity LP,1.89,"5,000,000",Add 100.00%,$4.60,"$23,000,000",2020-06-07,ETE
2020Q2_2264,Sam Peters - ClearBridge Value Trust,Q1 2020,WPM - Wheaton Precious Metals Corp.,1.81,"800,000",Buy ,$27.53,"$22,024,000",2020-06-07,WPM
2020Q2_2265,Sam Peters - ClearBridge Value Trust,Q1 2020,KMI - Kinder Morgan,1.71,"1,500,000",Reduce 46.43%,$13.92,"$20,880,000",2020-06-07,KMI
2020Q2_2266,Sam Peters - ClearBridge Value Trust,Q1 2020,BABA - Alibaba Group Holdings,1.59,"100,000", ,$194.48,"$19,448,000",2020-06-07,BABA
2020Q2_2267,Sam Peters - ClearBridge Value Trust,Q1 2020,SYF - Synchrony Financial,1.58,"1,200,000",Reduce 29.41%,$16.09,"$19,308,000",2020-06-07,SYF
2020Q2_2268,Sam Peters - ClearBridge Value Trust,Q1 2020,VLKAF - Volkswagen AG,1.47,"150,000",Add 50.00%,$119.15,"$17,872,000",2020-06-07,VLKAF
2020Q2_2269,Sam Peters - ClearBridge Value Trust,Q1 2020,SNE - Sony Corp.,1.46,"300,000",Buy ,$59.18,"$17,754,000",2020-06-07,SNE
2020Q2_2270,Sam Peters - ClearBridge Value Trust,Q1 2020,UL - Unilever PLC,1.45,"350,000",Buy ,$50.48,"$17,669,000",2020-06-07,UL
2020Q2_2271,Sam Peters - ClearBridge Value Trust,Q1 2020,AES - AES Corp.,1.39,"1,250,000",Reduce 16.67%,$13.60,"$17,000,000",2020-06-07,AES
2020Q2_2272,Sam Peters - ClearBridge Value Trust,Q1 2020,VST - Vistra Energy Corp.,1.31,"1,000,000",Add 42.86%,$15.96,"$15,960,000",2020-06-07,VST
2020Q2_2273,Sam Peters - ClearBridge Value Trust,Q1 2020,LEN - Lennar Corp.,1.25,"400,000",Reduce 20.00%,$38.20,"$15,280,000",2020-06-07,LEN
2020Q2_2274,Sam Peters - ClearBridge Value Trust,Q1 2020,UNH - United Health Group Inc.,1.23,"60,000",Buy ,$249.38,"$14,963,000",2020-06-07,UNH
2020Q2_2275,Sam Peters - ClearBridge Value Trust,Q1 2020,MDLZ - Mondelez International,1.23,"300,000",Reduce 50.00%,$50.08,"$15,024,000",2020-06-07,MDLZ
2020Q2_2276,Sam Peters - ClearBridge Value Trust,Q1 2020,WDC - Western Digital,1.23,"360,000",Buy ,$41.62,"$14,983,000",2020-06-07,WDC
2020Q2_2277,Sam Peters - ClearBridge Value Trust,Q1 2020,EQT - EQT Corp.,1.16,"2,000,000",Add 100.00%,$7.07,"$14,140,000",2020-06-07,EQT
2020Q2_2278,Sam Peters - ClearBridge Value Trust,Q1 2020,PXD - Pioneer Natural Resources,1.15,"200,000",Add 25.00%,$70.15,"$14,030,000",2020-06-07,PXD
2020Q2_2279,Sam Peters - ClearBridge Value Trust,Q1 2020,VIAC - ViacomCBS Inc.,1.15,"1,000,000",Add 100.00%,$14.01,"$14,010,000",2020-06-07,VIAC
2020Q2_2280,Sam Peters - ClearBridge Value Trust,Q1 2020,AMH - American Homes 4 Rent,1.14,"600,000",Reduce 50.00%,$23.20,"$13,920,000",2020-06-07,AMH
2020Q2_2281,Sam Peters - ClearBridge Value Trust,Q1 2020,CMCSA - Comcast Corp.,1.13,"400,000",Buy ,$34.38,"$13,752,000",2020-06-07,CMCSA
2020Q2_2282,Sam Peters - ClearBridge Value Trust,Q1 2020,KNNGF - Kion Group AG,1.12,"310,000", ,$43.93,"$13,617,000",2020-06-07,KNNGF
2020Q2_2283,Sam Peters - ClearBridge Value Trust,Q1 2020,QCOM - QUALCOMM Inc.,1.11,"200,000",Reduce 60.00%,$67.65,"$13,530,000",2020-06-07,QCOM
2020Q2_2284,Sam Peters - ClearBridge Value Trust,Q1 2020,CPRI - Capri Holdings Ltd,1.06,"1,200,000",Add 84.62%,$10.79,"$12,948,000",2020-06-07,CPRI
2020Q2_2285,Sam Peters - ClearBridge Value Trust,Q1 2020,CTVA - Corteva Inc.,0.96,"500,000", ,$23.50,"$11,750,000",2020-06-07,CTVA
2020Q2_2286,Sam Peters - ClearBridge Value Trust,Q1 2020,MCK - McKesson Corp.,0.83,"75,000",Buy ,$135.27,"$10,145,000",2020-06-07,MCK
2020Q2_2287,Sam Peters - ClearBridge Value Trust,Q1 2020,MLCO - Melco Resorts & Entertainment,0.81,"800,000",Buy ,$12.40,"$9,920,000",2020-06-07,MLCO
2020Q2_2288,Sam Peters - ClearBridge Value Trust,Q1 2020,MTN - Vail Resorts Inc.,0.79,"65,000",Buy ,$147.71,"$9,601,000",2020-06-07,MTN
2020Q2_2289,Sam Peters - ClearBridge Value Trust,Q1 2020,UBER - Uber Technologies Inc.,0.69,"300,000",Buy ,$27.92,"$8,376,000",2020-06-07,UBER
